result,cleaned
1,อัตตาหิ อัตโนนาโถ ตนเป็นที่พึ่งแห่งตน
-1,เห็นด้วยมากกกก ถ้าการุณฆาตถูกกฎหมาย คนโสดคนไม่มีลูกคือไม่ต้องห่วงเลย ใช้ชีวิตให้เต็มที่ ถึงเวลาก็เลือกที่จะตายแบบมีสติ ไม่ต้องรอให้ป่วยติดเตียง ชีวิตที่เลือกได้นั้นดีที่สุด ปัญหาคือ กฎหมายนี้ยังไม่มีในประเทศไทย
-1,จริงค่ะ เมืองไทย แค่ฟุตปาธยังเดินยากเลยค่ะสำหรับคนแก่
-1,ไปอยู่บ้านพักคนชรา จ้างแม่บ้านมาทำความสะอาดสัปดาห์ละสองครั้งพร้อมทำอาหารใส่ตู้เย็นไว้ ถ้าช่วยเหลือตัวเองไม่ได้ก็เขียนพินัยกรรมให้เรียบร้อย หาทางฆ่าตัวตายซะ ระหว่างนี้ใช้ชีวิตให้คุ้ม อยากทำไรก็ทำ ตอนนี้เที่ยวแบบแบคเพคเกอร์ ตอนแก่แรงไม่ค่อยมีก็ล่องเรือสำราญ
1,"ประเทศชาติและอารยธรรมคงไม่ถึงกับล่มสลายหรอกค่ะ
ยังมีมนุษย์ลิงอีกจำนวนมากที่ยังผลิตลูกได้วันละหลายๆ รอบ
หัวปีท้ายปี เฉลี่ยชั่วอายุไขคงได้คู่ละ ทีมวอลเลย์บอล
คนอื่นเขาไม่อยากมีก็สิทธิของเขา อย่าถึงกับบังคับกันเลย
ถ้าคุณหาว่าคนอื่นไม่ใช้สมอง ก็ดีไง แสดงว่าเนี่ยคือไม่ควรมีทายาท ก็ให้คนแบบคุณเนี่ยมีทายาทสืบเผ่าพันธุ์ไป ถูกต้องตามธรรมนองครองธรรมใช่ไหมคะ"
1,ในความคิดของเรา การมีเงิน สำคัญกว่าการมีลูกค่ะ 😂 สามีและลูก ถ้ามี แล้วดี ก็ถือว่าโชคดี แล้วถ้าเกิดมีแล้วไม่ดี มีแต่หาภาระ หาเรื่องปวดหัวมาให้ อยู่คนเดียวแต่มีเงินดีกว่าค่ะ
1,"เอาจริงๆเราเห็นจากคุณพ่อคุณเเม่เราค่ะ

เงินไม่ได้เเก้ปัญหาทุกอย่าง

คุณพ่อคุณเเม่เราถือว่ามีเงินเหลือใช้
เเต่ถ้าไม่มีเราท่านก็ทำอะไรไม่ได้อยู่ดีค่ะ

หลายๆอย่างคิดว่าจะใช้เงินจ้างคนมาทำให้เเล้วไว้ใจได้
เเทบไม่มีเลย
เราถึงเหนื่อยเเบบทุกวันนี้


เราจึงไม่อยากเห็นลูกเราต้องมาเหนื่อยเเบบนี้ เลยไม่มีซะดีกว่า

พ่อเเม่เราพูดเสมอว่า ท่านอยู่เองได้  เเต่ด้วยความเป็นลูก เราทิ้งไม่ลง ไม่อยากเห็นท่านต้องเหนื่อย เลยยอมทำเอง
แก้ไขข้อความเมื่อ  กรกฎาคม เวลา  น"
-1,ถ้าแก่ตายปกติ ก็สบายไปฮะ แต่ถ้าป่วยแบบ stroke ติดเตียงนี่ดูไม่จืด
-1,"สาธุ

แต่เราไม่ได้สมัครใจน่ะสิ  มันหามะได้"
1,สมัยนี้เงินก็เรียกได้ว่าเป็นปัจจัยที่ลยก็ว่าได้นะคะ เราเห็นหลายๆครอบครัว มีลูกและสามีที่ไม่ดี จะว่าเรามองโลกในแง่ลบก็ได้นะคะ แต่ถ้าเราต้องลูกหรือสามีที่แย่ๆ เราขอไม่มีสะดีกว่า
1,"ไม่ปิดประตู เหมือนกันครับ
Spoil คลิกเพื่อดูข้อความที่ซ่อนไว้"
1,"มีลูก ลูกก็ต้องไปมีอนาคตของตัวเอง
ลูกไม่ใช่ทาส จะได้มาบังคับให้อยู่ใกล้ตัวเองไปจนตาย"
1,"ตอนนี้อายุจะเข้าเลข เเล้วค่าาาา
เเฟนไม่มีบางทีก็เหงาว้าเหว่บ้าง
เเต่เวลามีหรือคบใครมันก็แปลก
ไม่เคยสมหวังเลย😂😂😓 เลยมี mindset ว่าอยู่คนเดียวก็สบายดีนะ ถึงจะเป็นเส้นทางที่เหงา โดดเดี่ยวบ้าง เเต่ก็สามารถทุ่มเทให้งานได้ และไม่ต้องทุกข์กายและใจในหลายๆเรื่อง ดูตามสื่อหลายคนมีคู่
เเต่เค้าก็เต็มไปด้วยความทุกข์ทรมานกันวันนี้ก็นั่งดูคลิป อิน และร้องไห้ไปกับหลายคนที่เสียสละ บูชา เทิดทูนความรัก ทำทุกอย่างเเม้กระทั่งเหมือนให้ชีวิตใหม่กับคนรัก เเต่ดันมีจุดจบที่ความเจ็บปวด
ความรักที่ให้ อาจแลกกับความทุกข์สาหัส หากรักไม่ถูกคน
สำหรับเรา ถ้าไม่เจอคนที่เหมาะสม ก็คงโสดดดด ดเด็กล้านตัวไปอย่างนี้ 😂🤣😂😂😂
แก้ไขข้อความเมื่อ  กรกฎาคม เวลา  น"
1,แอร์ออกอ่ะครับ เป็นห้องน้ำในห้องนอน
-1,"ผู้ร่วมชะตากรรม  

ของผมสี่สิบฝ่าๆ55



ว่าแต่บ้านพักคนชราเนี่ย เข้าง่ายมั๊ยครับ ต้องใช้เส้นป่าว อ้าว มู้ล่างมีบอกไว้ละ  คงต้องเตรียมกะตังค์ไว้แล้วละ
แก้ไขข้อความเมื่อ  กรกฎาคม เวลา  น"
1,"ดีใจจังค่าา มีเพื่อนร่วมชะตากรรม 😂😗😋😆
ยังไม่ได้ศึกษาเรื่องบ้านพักเลย ถ้าสังขารไม่พากลับบ้านเก่าก่อน เราก็เก็บกะตังค์กัน
เลือกที่น่าอยู่ แล้วเจอกันคร่าาา 😄😄🤗🤗"
1,ชั้นหิวแซลมอนรมควันขึ้นมาเลยย่ะ
1,"อนุโมทนาบุญกับ จขกท ท่ามกลางกระทู้บ่นพ่อบ่นแม่ กระทู้แสดงทัศนคติว่าการกตัญญูต่อพ่อแม่ไม่จำเป็น แต่กระทู้นี้ทำให้โลกน่าอยู่ขึ้นอีกมาก

ผมเป็นคนหนึ่งที่เห็นโทษภัยในชีวิตคู่และการครองเรือน คือผมก็ยังข้องแวะเรื่องผู้หญิงนะครับ แต่ไม่คิดสร้างครอบครัว ปัจจุบันดูแลแม่อยู่และจะดูให้ถึงที่สุด หลังจากนั้นคงตั้งหน้าตั้งตาำธุรกิจ ทำการกุศล ทำบุญให้ทาน สาธารณะประโยชน์ ฯลฯ

ผมศึกษาธรรมอยู่บ้างและเคยได้ยินว่าจิตที่ฝึกดีแล้วสามารถกำหนดการละโลกนี้ได้อย่างสงบ ไม่รู้ แต่ก็จะลองเมื่อถึงเวลา"
-1,"สามียิ่งไม่อยากค่ะ
จากการอยู่มาหลายประเทศ
เราว่าสังคมไทย
ผชเห็นเเก่ตัวที่สุดเเล้ว
แก้ไขข้อความเมื่อ  กรกฎาคม เวลา 4น"
1,"เจอเพื่อนแล้ว ฺ่ฮ่าๆ  เห็นคนอายุ  กว่าๆเข้ามาบ่นไม่มีแฟนซักที
คิดในใจนี่พี่อายุ  ก็ไม่มีเหมือนกันค่ะ เราต้องดูแลตนเอง และพึ่งตนเองค่ะ
เตรียมเก็บเงินไว้เผื่อจะไปอยู่บ้านพักคนชรา มีน้องชายคนนึงก็ไม่อยากจะพึ่งเค้า
เพราะน้องก็ต้องมีชีวิตของเค้า บอกน้องชายไว้คิดถึงก็มาหาพี่น่ะ ถ้าไม่ว่างก็ไม่เป็นไร
อยู่แบบโสดๆ แบบนี้แหละ แก่แล้วก็คิดมากเรื่องคู่ครอง อยู่แบบสงบชิวๆ ดีกว่า"
1,"วัยใกล้กัน น่าจะรุ่น ๆ เดียวกัน ถึงหลักสี่แล้ว ต่อไปก็ ดอนเมือง รังสิต ฮาาาาาาา

ตนเป็นที่พึ่งแห่งตน หวังพึ่งตนเองก่อนละกันครับ  ถูกต้องแล้ว

ถ้ายังเจอคนที่ไม่ดี มิสู้อยู่เองตัวคนเดียวดีกว่าเนาะ สบายใจกว่าเยอะครับ ไม่ต้องมาหาปัญหาปวดหัวมาใส่ตัว คิดรกสมอง"
1,"การที่คุณมีใจดูแลพ่อแม่ยามแก่เฒ่า  มันเป็นกรรมดี ที่คุณทำไว้ และเมื่อถึงเวลาแก่เถ้า เราเชื่อว่าถึงคุณไม่มีลูกหลาน ไม่มีญาติ
คุณจะเจอคนที่ไม่ใช่ญาติ แต่เคารพและเห็นใจคุณดังญาติสนิท มาดูแล ไม่ต้องกังวล  คนเราทำอะไรไว้ ย่อมได้รับสิ่งนั้นตอบแทน

เรายกตัวอย่าง กรณีคนแก่ที่เรารู้จัก  มีลูกชาย คน แต่ลูกชายต้องไปทำงาน กลับดึก ทำให้กลางวัน ต้องอยู่คนเดียว
ยายจะได้คนแถวบ้าน ที่ยายเคยจ้างซักผ้า บ้านหลังนี้ สามีเป็นคนพิการ ภรรยารับจ้างซักผ้า สมัยก่อน ยายซื้อของกินฝากบ้านนี้ประจำ
มีน้ำใจให้โน้นให้นี่บ่อย ตอนนี้ยายแก่แล้ว ก็ได้แม่บ้านคนนี้แหละ ที่คอยไปซื้อข้าวกลางวันให้ทุกวัน แบบไม่คิดค่าจ้าง ส่วนค่าข้าวลูกชายให้ไว้
เวลาไปหาหมอก็ได้ บ้านซักผ้าเนี่ยแหละ ที่พาไปหาหมอ ทั้งที่ไม่ใช่ญาติ ไม่ต้องเสียเงินจ้าง แต่เป็นน้ำใจ ที่เคยมีให้กัน จึงเห็นใจกัน

ดังนั้นทำดีกับใครไว้ ถึงไม่ใช่ญาติ เมื่อถึงเวลา ถ้าเขามีน้ำใจดีตอบ ช่วยเหลือ บางทีดีกว่าญาติด้วยซ้ำ"
-1,ไม่เจาะคอ วันนี้ที่บ้านเหลือหนุ่มโสดแข็งแรงอยู่คนเดียว เป็นชีวิตที่เลือกไม่ได้
-1,สามสิบอัพเอง อย่าพึ่งฟันธงว่าจะขึ้นคาน  เราเจอแฟนคนปัจจุบันตอนอายุ  ค่ะ    แต่ก็ไม่รู้จะอยู่กันจนแก่ตายหรือเปล่าเพราะอนาคตไม่แน่นอน เราเน้นเก็บเงินอ่ะ ให้มีเงินเยอะที่สุดจะได้ไม่เป็นภาระใคร    ญาติเราก็ไม่มี  มีน้องชายแค่คนเดียว  แต่เราก็ไม่หวังพึ่งมันนะ   เพราะพึ่งไม่ได้   เราหวังพึ่งเงินเก็บอย่างเดียวบอกเลย
-1,ทำไมถึงไม่คิดจะมีคู่อะครับ พอบอกเหตุผลได้ไหม
1,คนที่สมัครใจจะอยู่คนเดียว  ร่างกายจะสร้างภูมิต้านทานแบบพิเศษให้  ไม่เป็นอะไรง่ายๆหรอก
1,"การมีลูกก็ใช่ว่าจะพึ่งพาได้ เมื่อเราแก่ตอนนั้นลูกเราก็โตมีครอบครัวและแยกบ้านไปอยู่ที่อื่นแล้ว
น้อยคนที่แต่งงานแล้วจะพาพ่อแม่ไปอยู่ด้วย ดีหน่อยก็มาเยี่ยมพ่อแม่บ้างนานๆ ครั้ง
ดังนั้นการมีหรือไม่มีลูกก็ไม่ต่างกันมากนักหรอก สุดท้ายแก่ไปเราก็ต้องพึ่งตัวเองเหมือนเดิม

เท่าที่เห็นคนแก่บ้านเราจะเป็นโรคข้อเสื่อมและกระดูกพรุนกันเยอะ ซึ่งสุดท้ายจะทำให้เป็นผู้ป่วยติดเตียง
ดังนั้นถ้าตั้งใจจะเป็นโสดก็ต้องดูแลตัวเองดีๆ รักษาสุขภาพตั้งแต่วันนี้
อะไรที่บั่นทอนสุขภาพก็เลิกซะ เหล้า บุหรี่ เป็นต้น กินอาหารให้ครบ หมู่ กินวิตามินเสริม และออกกำลังกาย
เราสามารถเป็นคนแก่ที่แข็งแรงและสุขภาพดีได้ ดูสมเด็จพระสังฆราชเป็นตัวอย่าง ท่านอายุ  แล้ว แต่ยังเดินตัวตรง ปัญญายังดี"
1,"
เราอยากรู้ว่าถ้าไม่มีคุณท่านต้องทำอะไรเองบ้างคะ แล้วท่านทั้งสองอายุเท่าไหร่ สุขภาพร่างกายเป็นอย่างไร
อย่างเราเอาง พ่อแม่ อายุ เกือบ  คน 6คน แข็งแรงดี ยังขับรถเอง บอกให้จ้างคนรถ ไม่ยอม บอกว่าจะขับเองจนกว่าตาจะไม่ไหว ประสาทสัมผัสแย่จนเป็นอันตรายต่อผู้ใช้ร่วมคนอื่น เรื่องเงินไม่มีปัญหา เรากับพี่ชายแยกบ้านออกมาตั้งแต่เรียนจบมีงานมั่นคง เพราะพ่อแม่บอกว่า มีงานทำแล้วไปสร้าง your own little kingdom ไม่ต้องมาอยู่กับพ่อแม่แล้ว พ่อแม่ไม่ได้เลี้ยงลูกมาให้ดูแลตอนแก่ ทุกวันนี้ก็มี แม่บ้านดูแลที่บ้าน คน จัดการเรื่องต่างๆในบ้าน คนสวน คนดูแลงานช่างทั่วไป พ่อแม่เราบอกว่าถ้าแก่มากๆจะไปอยู่บ้านพักคนชรา ทุกวันนี้ชีวิต happy ดี
ส่วนตัวมีแฟน อายุ  แล้วทั้งคู่ ฐานะการงานถือว่าพร้อม แต่ไม่คิดเรื่องแต่งงานและไม่อยากมีลูก เราเองอยากหยุดวัฎสงสารแล้ว ไม่อยากผูกกรรมต่อไป และไม่พร้อมรับผิดชอบอีก ชีวิต ก็คุยกับแฟนว่าแก่ๆคงไปอยู่ senior home service อะไรก็ว่าไป ถึงจุดที่ลำบากคนอื่นก็คงไปแคนาดาไม่ก็สวิส ร่างกายบริจาคไปแล้ว
แก้ไขข้อความเมื่อ  กรกฎาคม เวลา 1น"
-1,แค่เดินฟุตบาทมอเตอร์ไซค์ขึ้นมายังเฉี่ยวเอาคิดดู
1,เหมือนเคยอ่านเจอว่าเราสามารถที่จะไปซื้อเสปิร์มได้อ่ะ แต่ไม่รู้ว่าประเทศไทยนี่ยังไง
0,แก้ไขข้อความเมื่อ 2กรกฎาคม เวลา  น
1,ผู้ชายดีๆก็มีเยอะ  ขอให้ได้เจอสักคนนะครับ
1,"ถ้าไม่คิดว่าแก่ตัวไป จะไม่พึ่งญาติพี่น้อง อยู่ตัวคนเดียว แนะนำว่าเก็บเงินได้เยอะๆ แล้วไปอยู่บ้านพักคนชราครับ
ไม่แนะนำให้อาศัยอยู่คนเดียวตอนแก่ เจ็บป่วยล้มไป ไม่มีใครทราบจะน่าเป็นห่วง บ้านคนคนชราเค้ามีคนดูแล
คนชราที่เป็นแบบมืออาชีพได้อยู่แล้ว มีหลายเกรด แต่ปีนึงก็แสนอัพ  

เชื่อเถอะครับ ยังไงพอแก่ตัวไปพวกที่บอกตนควรเป็นที่พึ่งแห่งตน ที่โสดจนแก่กัน เอาแค่ในสังคมไทยนะสุดท้าย
เกิน  ก็พึ่งญาติพี่น้องทั้งนั้นแหล่ะ จากที่เห็นๆทั้งญาติตัวเอง ญาติเพื่อน ญาติคนรู้จัก

และที่บอกว่าสังคมชาวยุโรปคนแก่จะไม่พึ่งลูกหลานจริงครับ แต่สภาพสังคมเค้าเอื้อให้คนชราผู้สูงอายุด้วย
แต่ประเทศไทยเราไม่ใช่แบบนั้น ยกตัวอย่าง ถ้าคนแก่สัก วิ่งขึ้นรถเมล์คิดว่ายังได้อยู่มั้ย  เอาแค่นี้ครับ
ถึงแนะนำว่า ถ้าคิดจะไม่พึ่งญาติตอนแก่ จะอยู่คนเดียวแบบคนเดียวจริงๆนะ ไปอยู่บ้านพักคนชราครับที่นั่น
อำนวยความสะดวกให้ทุกอย่าง"
1,"ข้างบ้านที่ สอนลูกๆ คน พาไป รพ ตอนฉุกเฉิน มิ ย  
เพื่อนบ้านช่วยชีวิต ตอนป่วย พ่อแม่เสียชีวิตไปหมดแล้ว น้องสาวแยกไปอยู่คอนโด"
-1,"ปลงค่ะ ป้าเรา ลูก หลาน เหลน แต่ทุกคนทิ้งป้าไป ให้เราที่เป็นหลานนอกไส้
เลี้ยงป้าที่ป่วยติดเตียงมา  ปี แต่เมื่อปีที่แล้ว
พ่อแม่เราก็ป่วย ยิ่งพ่อคือช่วยตัวเองไม่ค่อยได้
เรารับภาระไม่ไหว เลยส่งป้าคืนไปให้ลูกคนโตของป้า
แต่ลูกป้า เอาป้าไปทิ้งในบ้านเก่า แล้วหนี
มีคนแถวนั้นมาดูแล กินเบี้ยคนชรากับคนพิการเดือนละ 1
ที่เราดูแลป้ามา หมดเงินไปหลายแสนนะคะ ไม่ใช่ดูเพราะป้ามีสมบัติ
ป้ามีแต่ตัว บ้านจะอยู่ยังไม่มีเลย อายุ  ต้องอาศัยกระท่อมคนอื่นอยู่
แต่เราเลียงเขาไม่ไหวแล้ว ที่ผ่านมาลูกหลานเขาหนี ไม่เคยมาดู
เราส่งคืน เขาก็เอาแม่เขาไปทิ้ง ป้าเราลูกเต็มบ้านหลานเต็มเมือง
ส่วนตัวเราเอง ทุกข์ระทมกับครอบครัวมาทั้งชีวิต
จึงไม่คิดจะสร้างครอบครัวเพิ่ม ตอนแก่ก็คงนอนจมอึฉี่สักพัก
เดี๋ยวก็ตาย จะทรมานก่อนตายบ้างไม่เป็นไร เพราะการไม่มีครอบครัว
ชีวิตมันสงบสุขท้งชีวิต แค่จะอนาถาบั้นปลายหน่อย"
0,"✌️
แก้ไขข้อความเมื่อ  กรกฎาคม เวลา  น"
1,ผมอยู่คนเดียว ผมก็รู้สึกว่าตัวเองมีภูมิต้านทานเป็นพิเศษ
-1,"อ่านหนังสือน่ะให้มันใช้สมองหน่อย

คนไอคิวปกติอ่สนรอบเดียวเขาก็อ่านออก ว่าไม่ได้ห้ามคนมีลูก แต่ไม่สนับสนุนการเอาความหวังยัดใส่ชีวิตลูก คุณจะมีสัก ลูกเอาไว้สร้างอารยะธรรมก็เรื่องของคุณสิ มาเพ้ออะไรในความเห็นฉัน

คุยกันคนละเรื่อง และอาจจะคนละภาษาด้วยซ้ำ หิมะบ้าบ้ออะไรเพ้อเจ้อ เนี่ยนะคนจะสร้างอารยะธรรม จะบ้าตาย

ยินดีแลกเปลี่ยนความเห็นกับทุกคนนะคะ แต่ถ้ามาตอบเพ้อเจ้อแบบคนนี้เราขอข้ามค่ะ รู้สึกว่าเสียเวลาจริงๆ พันทิปยุคนี้มีประเภทนี้เยอะข้ามได้ก็ข้ามกันเถอะค่ะ ยิ่งไปตอบจะยิ่งได้ใจ"
1,"สำหรับใครที่โสด และคิดว่าไม่มีคนดูแล
อันดับแรก เล็งบ้านพักคนชราไว้เลยค่ะชอบที่ไหน
และเก็บเงินให้ได้ตามเงื่อนไขข้อแรก บวก เงินใช้จ่ายที่จำเป็นอื่นๆ ตามที่เห็นสมควร
เพียงเท่านี้ เราก็จะไม่ต้องกังวลเรื่องการอยู่ โดยไม่มีใครดูแล
สำหรับปี  มีอัพเดทค่าใช้จ่าย สำหรับบ้านพักคนชรามาให้ได้เลือกตามภาพเลยค่ะ


                                                                                            




สำรับท่านใดที่ต้องการเก็บออมอย่างเป็นระบบ ด้วยประกันชีวิต เราก็มีขายค่ะ
สามารถทักมาในข้อความได้เลย หรือจะลองกรอกแบบสอบถามก่อนก็ได้
ยินดีทำแบบส่งให้เพื่อเปรียบเทียบกับที่อื่นก่อนตัดสินใจ
Spoil คลิกเพื่อดูข้อความที่ซ่อนไว้"
-1,บ้านพักคนชราสำหรับคนมีเงินมากพอ
1,"ความเห็นส่วนใหญ่ ก็จะบอกกันว่ามีลูกเพื่อไม่ได้หวังให้มาดูแลเราตอนแก่
นั่นก็ถูกต้อง พ่อแม่ส่วนใหญ่ก็คิดแบบนั้น และเลี้ยงลูกอย่างดี

สุดท้ายลูกที่ดี ก็จะมาดูแลพ่อแม่เอง
เช่นอย่างเจ้าของกระทู้ พ่อแม่คงไม่ได้บอกให้มาดูแลใช่มั้ยครับ
ดังนั้นคงปฏิเสธไม่ได้ ว่าการมีลูกในวันนี้ และเลี้ยงอย่างดีที่สุด
จะช่วยให้เรามีโอกาสมีคนดูแลเรายามแก่เถ้ามากขึ้น ซึ่งลูกจะมาดูหรือไม่มาดูก็คงแล้วแต่ลูก

แต่ถ้าคุณไม่มีลูก ก็แน่นอน ไม่มีคนดูแล นอกจากจะจ้างเท่านั้น"
1,"ก็อย่างที่เรียนไปครับ ว่าการมีลูก มันทำให้มีโอกาสมีคนดูแลตอนยามแก่เฒ่า
ถึงสุดท้าย จะมีหรือไม่มีใครมาดูแล อย่างน้อยก็ได้ลองสร้างโอกาสให้ตัวเองแล้ว ตามนั้นครับ

แต่สำหรับคนที่ไม่มีเลย ก็คือไม่มีโอกาสที่จะมีลูกมาดูแลเลยครับ

ผมเคยคิดประเด็นนี้มาแล้ว เลยตัดสินใจว่า จะเสียสละความสุขส่วนบุคคลช่วงวัยสามสิบสี่สิบ มีลูกสักสามคน
แล้วเลี้ยงเค้าอย่างดีที่สุด ตามกำลังที่มี ให้เค้าเป็นคนดีของสังคม มีการมีงาน มีครอบครัว
ส่วนเค้าจะมาดูแลเราตอนแก่มั้ย อันนั้นแล้วแต่ลูกๆครับ ไม่บังคับ และไม่โกรธหากไม่มีใครมาดูแลเลยสักคน
แก้ไขข้อความเมื่อ  กรกฎาคม เวลา  น"
1,คุณน่าจะลองถามพ่อกับแม่คุณดู  พ่อกับแม่คุณยังมีคุณเลย ถ้าคุณไม่คิดจะมีใคร ก็ต้องอยู่คนเดียวให้ได้ ออกกำลังกายเยอะๆ วางแผนการเงิน ตอนนี้ยังพอมีเวลาเลือกคู่ดีๆ ทำตัวเองให้ดีไม่ต้องคิดมากตอนแก่
-1,"เราอยากให้การุณฆาต ถูก กมสักที ยอมจ่าย
ไม่อยากนอนอืดเน่าตายคาบ้าน

อีกทางก็หาบ้านดูแลคนชราที่ดีหน่อย แต่ไม่รู้จะมีเงินพอหรือเปล่าตอนนั้น
แก้ไขข้อความเมื่อ  กรกฎาคม เวลา 0น"
1,"เราไม่มีลูกนะคะ คิดตามลำดับอายุ ตายหลังแฟนแน่ๆ
คิดเล่นๆมาตลอดว่าถ้าแก่แบบพ่อแม่ของตัวเองทุกวันนี้จะเป็นไง

ในชีวิตกลัวอย่างเดียวคือหลงลืม อัลไซเมอร์ เพราะมันจะไม่รู้เรื่องอะไรอีกแล้ว
มีเงินก็ไม่สามารถช่วยตัวเองได้
มาตัดใจได้เมื่อปีที่แล้วเอง เป็นจริงก็ช่างมัน เพราะไม่รู้อะไรแล้ว คิดได้เท่านั้นก็โล่ง
เดี๋ยวชีวิตมันก็มีหนทางไปเอง ง่ายๆแต่มันก็จริง"
-1,"จริงๆ ก็เห็นด้วยกับหลายๆ ความเห็นเรื่องการดูแลตัวเอง เตรียมความพร้อม
แต่ถ้ามีคนดูแลมันก็ดีกว่าแหละ ตอนที่นั่งพิมพ์ตอบกระทู้กันยังสุขภาพดีอยู่
แต่นึกย้อนกลับไปมันก็มีหลายครั้งที่ป่วยหนักๆ ลุกไม่ไหว แค่ท้องเสีย อาหารเป็นพิษ ไข้เลือดออก ถึงจะยังไม่แก่แต่มันก็หนักจนลุกไปไหนไม่ไหว
แค่มีคนเดินออกไปซื้อน้ำเกลือที่เซเว่นปากซอย หรือขับรถพาเราไปหาหมอมันก็ดีกว่านอนทรมานอดข้าวอดน้ำอยู่ตัวคนเดียว"
1,"กระทู้ขำขันแห่งปีเลย สำหรับผม

หลังจากตั้งกระทู้นี้มาครึ่งวัน
อินบอคเต็มไปด้วยคนขายประกันชีวิตตตตค่าาา😂

ขำไม่หยุดเลย

อ่านจบตรงนี้ ขำไม่หยุด"
1,ขอให้ลูกสาวหายไวๆ สุขภาพเเข็งเเรงในเร็ววันนะคะ❤️
1,อ่าน comment หลายคนๆ รู้สึกดีขึ้นมากเลย 🥰 มีกำลังใจในการใช้ชีวิตโสด 🎉
-1,"งี้มามองคนที่มีครอบครัวบ้างนะ

ผมแต่งงานแล้ว อายุ ปี มีลูกชายน ตอนนี้แยกกันอยู่กับภรรยา ลูกอยู่กับผมเพราะเค้าเรียนที่นี่ ภรรยาอยู่ตจวทำงานกินกงสี

ตอนนี้ประสบปัญหา ผมต้องออกไปทำงาน ทำไมหรอ เพราะผมเลือกที่จะสบายมาตลอดตั้งแต่แต่งงานงัย

ยังไงนะหรอ ก็ตอนแต่งก็มีเงินอยู่ก้อนหนึ่ง จะทำร้านอะไรดี แล้วภรรยาบ้านเค้าเป็นคนที่กว้างขวางใน จังหวัดเค้าคนรู้จักเยอะ ก็คิดนะ เออคนรู้จักเยอะ ก็น่าจะมีลูกค้าเยอะ

แต่

เจ็งๆๆๆๆๆ จนเค้าบอกให้ไปช่วยในสวน เด็ก กทม จอบเสียม ไม่เคยจับ ต้องไปถางหญ้า ขุดร่อง ขุดหลุมใส่ปุ๋ย ทำมั้ย ทำดิ แต่ไม่ได้ตังค์นะ ได้แค่ข้าวส่วนอยากได้อะไร ภรรยาจะเป็นคนขอเงินเอามาให้เราอีกที

ก็เลยต้องใช้เงิน เก็บที่มี เม้มเงินภรรยา ขายของเก่าเพื่อให้มีเงินใช้ส่วนตัวทำแบบนี้อยู่  ปี ลูกละไปไหน ฝากพ่อแม่ผมเลี้ยงที่กทมสิครัส แม่มสบายจัดเลย ข้าวมีกิน ที่นอนมีนอน แต่เค้าเรียกให้ไปทำอะไร ต้องไป ปฏิเสธไ่ม่ได้ด้วยจะ ไม่สบายใกล้ตาย ไหปาร้าหัก ก็ต้องทำ แต่สบายงัยมีกินมีที่ซุกหัวนอน

แต่เราทนไม่ได้ ลูกก็จะสอบเข้า มเลยชวนมาหาลู่ทางในกทม กัน แต่สิ่งที่เกิดขึ้นคือ ลงมาแล้วให้พ่อกะแม่เค้า ส่งให้ใช้แทนไม่หาอะไรทำ ไม่ว่า ไปเข้าสถานธรรมอีก แถมเป็นผู้อวุโสในนั้นอีก ต้องประชุม อยู่งาน ดึกๆ กลับบ้าน เที่ยงคืน ตีแทบทุกอาทิตย์ อาทิตย์ละ วัน แล้วเราทำอะไรรับส่งลูกสิครัสจนเงินเก็บหมดลง

พอมาปัจจุบัน เค้าไปทำกงสีต่อ แต่เราโดนทางนั้นเหน็บมาว่าเกาะลูกเค้ากินเลยมาหางาน แล้วชะตาก็เล่นตลกมาได้งาน โกดัง แถวไหนหรอ บางพลี บ้านอยู่ไหนฝั่งธนฯ วันละ4ค่ารถไปกลับ อยากทำมั้ยอยากนะ เพราะอย่างน้อยๆไม่ได้ทำห่าอะไรมาเป็นปี ก็ยังทำได้ดีจนหัวหน้าเห็นปล่อยให้ทำ แต่ถ้าไม่กลับมีที่นอนให้ แต่ลูกอยู่คนเดียว พ่อแม่ตัวเองกะด่า ทำไมไม่มาดูแลลูก เสียดายกะเสียดายนะ4ต่อวันจากเหงื่อตัวเอง หลังจากที่หลั่งน้ำตาเหนือยสัดๆๆแต่แทบไม่ได้อะไรเลย แถมได้รับการยกย่องอีกว่ามาเกาะ

เพราะฉะนั้นจะโสด ก็หาตังค์เยอะๆ หาเยอะให้แบบตอน  นี่ฉันจะหางานทำก็ได้หรือฉันจะไม่ทำก็ได้ มีบ้านมีรถใช้ ไม่ต้องห่วงเรื่องคนดูแลหรอกขอรับ เจ็บป่วยกะหาประกัน จัดการไป ดูแลตัวเองให้แข็งแรง สดใส ถ้าหนักจริงๆ กู้ชีพเดี๋ยวนี้ไวขอรับไม่ต้องเป็นห่วง

หรือคุณอยากมีลูกมีครอบครัวแบบผม

จะโดนด่าว่าโง่เองก็ยอมรับละขอรับ เลือกเองเจ็บเอง"
1,สู้ๆนะครับพี่ แล้วมีเงินเก็บบ้างไหม
1,คงจะเหงาน่าดู
